tweets,likes,time
"I have seen my soul!
It's rotten, black as coal!
For all I see is decay
Take a look, take a look
At the picture of Dorian Gray!

#Pyogenesis
https://t.co/qnUTQg8oki",0,2021-07-11 17:08:54
I'm really enjoying the picture of Dorian gray,3,2021-07-11 16:50:30
"RT @GaneshBhoi19: “Experience is merely the name men gave to their mistakes.”
― Oscar Wilde, The Picture of Dorian Gray

RASHAMI AS PALAK A…",0,2021-07-11 16:31:11
The cashier asked me what my fav book was and when I said The Picture of Dorian Gray she shuddered.. Exactly!!! She said it was so eerie and that reaction is exactly how I felt reading it!!,0,2021-07-11 16:30:35
"RT @Apostrophe99: ~ The Picture of Dorian Gray, 1945   #blackandwhitephotography https://t.co/tdoDiHcyEJ",0,2021-07-11 16:11:35
"RT @GaneshBhoi19: “Experience is merely the name men gave to their mistakes.”
― Oscar Wilde, The Picture of Dorian Gray

RASHAMI AS PALAK A…",0,2021-07-11 15:58:26
"RT @GaneshBhoi19: “Experience is merely the name men gave to their mistakes.”
― Oscar Wilde, The Picture of Dorian Gray

RASHAMI AS PALAK A…",0,2021-07-11 15:54:20
"Absolutely love this line from The Picture of Dorian Gray.
""Women just don't appreciate hot dudes the same way that men do."" https://t.co/vbS19UfWeO",1,2021-07-11 15:48:11
"RT @GaneshBhoi19: “Experience is merely the name men gave to their mistakes.”
― Oscar Wilde, The Picture of Dorian Gray

RASHAMI AS PALAK A…",0,2021-07-11 15:48:00
"RT @GaneshBhoi19: “Experience is merely the name men gave to their mistakes.”
― Oscar Wilde, The Picture of Dorian Gray

RASHAMI AS PALAK A…",0,2021-07-11 15:24:31
"RT @GaneshBhoi19: “Experience is merely the name men gave to their mistakes.”
― Oscar Wilde, The Picture of Dorian Gray

RASHAMI AS PALAK A…",0,2021-07-11 15:22:25
"RT @GaneshBhoi19: “Experience is merely the name men gave to their mistakes.”
― Oscar Wilde, The Picture of Dorian Gray

RASHAMI AS PALAK A…",0,2021-07-11 15:21:28
"“Experience is merely the name men gave to their mistakes.”
― Oscar Wilde, The Picture of Dorian Gray

RASHAMI AS PALAK AWAITED 
#TandoorTrailerOutTomorrow 
#RashamiDesai 
#Tandoor",0,2021-07-11 15:19:55
should i read my policeman (for fun) or the picture of dorian gray (for school),0,2021-07-11 15:16:11
Cr: The Picture of Dorian Gray. https://t.co/IpflKDBx6X,0,2021-07-11 15:14:32
"RT @Apostrophe99: ~ The Picture of Dorian Gray, 1945   #blackandwhitephotography https://t.co/tdoDiHcyEJ",0,2021-07-11 14:54:10
"RT @Apostrophe99: ~ The Picture of Dorian Gray, 1945   #blackandwhitephotography https://t.co/tdoDiHcyEJ",0,2021-07-11 14:32:24
"RT @Mr_S_Crane: “Some things are more precious because they don’t last long.” - Oscar Wilde, The Picture of Dorian Gray https://t.co/o92oTi…",0,2021-07-11 14:31:56
"~ The Picture of Dorian Gray, 1945   #blackandwhitephotography https://t.co/tdoDiHcyEJ",45,2021-07-11 14:28:40
"@DukeDFS He reminds me of Dorian Gray. 
(A nickname applied to someone who doesn't seem to age. The phrase refers to the character in Oscar Wilde's novel The Picture of Dorian Gray, who makes a deal with an artist so that a painting of him ages, but he does not.)",0,2021-07-11 14:21:28
"RT @Mr_S_Crane: “Some things are more precious because they don’t last long.” - Oscar Wilde, The Picture of Dorian Gray https://t.co/o92oTi…",0,2021-07-11 14:12:23
"RT @Mr_S_Crane: “Some things are more precious because they don’t last long.” - Oscar Wilde, The Picture of Dorian Gray https://t.co/o92oTi…",0,2021-07-11 14:01:29
"RT @Mr_S_Crane: “Some things are more precious because they don’t last long.” - Oscar Wilde, The Picture of Dorian Gray https://t.co/o92oTi…",0,2021-07-11 13:52:03
"RT @Mr_S_Crane: “Some things are more precious because they don’t last long.” - Oscar Wilde, The Picture of Dorian Gray https://t.co/o92oTi…",0,2021-07-11 13:18:56
"RT @Mr_S_Crane: “Some things are more precious because they don’t last long.” - Oscar Wilde, The Picture of Dorian Gray https://t.co/o92oTi…",0,2021-07-11 13:08:14
"""There is only one thing in the world worse than being talked about, and that is not being talked about.""
— Oscar Wilde, The Picture of Dorian Gray
 https://t.co/CmaOVmjNlW",0,2021-07-11 12:59:46
"“Some things are more precious because they don’t last long.” - Oscar Wilde, The Picture of Dorian Gray https://t.co/o92oTiaMaR",80,2021-07-11 12:59:41
"“I am too fond of reading books to care to write them.” 
― Oscar Wilde, The Picture of Dorian Gray",0,2021-07-11 12:33:42
"RT @bookhooe: btw helloo i'm new to #booktwt &amp; i'm looking for some moots!!
favs:
- twilight
- aristole and dante discover the secrets of t…",0,2021-07-11 12:03:44
"RT @bookhooe: btw helloo i'm new to #booktwt &amp; i'm looking for some moots!!
favs:
- twilight
- aristole and dante discover the secrets of t…",0,2021-07-11 11:54:03
"RT @bookhooe: btw helloo i'm new to #booktwt &amp; i'm looking for some moots!!
favs:
- twilight
- aristole and dante discover the secrets of t…",0,2021-07-11 11:52:49
@danielmarven The picture of Dorian Gray,0,2021-07-11 11:47:01
"@xgzhongguo Now I can see that being his real picture.

More repulsive than the picture of Dorian Gray.",2,2021-07-11 09:40:23
"Me: needs to finish The Picture of Dorian Gray for my exams (which I love very much, don't get me wrong)

Also me: reads poetry for no reason",0,2021-07-11 09:30:19
why did i ever doubt that the picture of dorian gray was gay,7,2021-07-11 09:10:02
"@BillyVacant On The Road, Lord of the Flies, Picture of Dorian Gray.",2,2021-07-11 08:57:18
i think i’m gonna start reading six of crows or the picture of dorian gray. hmm !! have u read either of it !!! is it good :D,0,2021-07-11 05:38:15
@ahoyboygenius me what r i buying? i’m getting the picture of dorian gray,1,2021-07-11 05:38:14
"I'm listening to ""The Picture of Dorian Gray"" and so far it's just been 3 hours of the 2 main dudes describing what an absolute babe he is and his hot oblivious energy. I recommend.",1,2021-07-11 03:50:31
"hi i'm new to #booktwt and i need moots :))

here are some of the books i love:

-catcher in the rye 
-pride and prej.
-picture of dorian gray
-the secret history

some books on my tbr!

-tsoa
-red white + royal blue
-if we were villains 

pls like/rt if u want to be mutuals! &lt;3",3,2021-07-11 03:32:24
"""Women, as some witty Frenchman once put it, inspire us with the desire to do masterpieces and always prevent us from carrying them out.""

- Oscar Wilde, The Picture of Dorian Gray and Other Writings

#women",0,2021-07-11 01:30:03
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-11 01:28:34
@dontfwpendejas have you read the picture of dorian gray my english teacher raved about it and i enjoyed it a lot,0,2021-07-11 00:44:52
"RT @Louise_Salome_: Some things are more precious 
 because they don't last long.
You will always be fond of me. 
I represent to you all th…",0,2021-07-10 23:50:14
"@guroclass kafka  on  the  shore,  the  picture  of  dorian  gray,  and  the  old  man  and  the  sea.  the  old  man  and  the  sea  is  my  personal  favorite,  so  that  one  is  a  must  read.",0,2021-07-10 23:48:15
I finished the picture of Dorian Gray. Very humiliating to admit I started it over a year ago💀 I’m so bad at reading physical books,0,2021-07-10 23:47:16
I’m reading The Picture of Dorian Gray for the first time and this is Lord Henry lmao https://t.co/HWU9R5HuQr,1,2021-07-10 23:45:59
"@MarkRavenhill2 La Cauntatrice Chauve, Ionesco in Paris, mid 80s
I still have the poster that I bought from the theatre when I was 18. 
I was mesmerised
Also Rupert Everett in The Picture Of Dorian Gray at @citizenstheatre when I was 16. He was staggering.",2,2021-07-10 22:57:00
