tweets,likes,time
"RT @kirillklip: ""Gyrations"" Many billions of dollars in losses are making their way through the system. #Bitcoin at this stage &amp; all Crypto…",0,2021-07-12 12:03:46
"pretend you are scared retreat back into the darkness.... do not run.... and vanish at the right moment!
“The whole secret lies in confusing the enemy, so that he cannot fathom our real intent.”

― Sun Tzu, The Art of War",1,2021-07-12 12:03:44
"RT @kirillklip: #Bitcoin Next is a potential liquidity crunch. 

#Swiss bastions of banking are firing ""risk managers"" &amp; cutting back all r…",0,2021-07-12 12:03:31
RT @kirillklip: The old beautiful law of leverage can produce miracles on the way up. The same law has already crashed the whole civilisati…,0,2021-07-12 12:03:21
"RT @_mandyhow: The art of war is simple enough. Find out where your enemy is. Get at him as soon as you can. Strike him as hard as you can,…",0,2021-07-12 11:51:52
"RT @_mandyhow: The art of war is simple enough. Find out where your enemy is. Get at him as soon as you can. Strike him as hard as you can,…",0,2021-07-12 11:46:04
"RT @_mandyhow: The art of war is simple enough. Find out where your enemy is. Get at him as soon as you can. Strike him as hard as you can,…",0,2021-07-12 11:42:27
"To be sure, I accept this:
The Art of War by Sun Tzu ends with a chapter on Spies.
How brilliant would it be to have a simple NYC mole in Tony’s NJ life?🤷‍♂️such as with the Lamp &amp; The Feds.
Perhaps the Widow Pontecorvo hired NYC for the hit &amp; used that Intel🤷‍♂️
Cc: @EthanVanSciver https://t.co/hO4N2TjceE",1,2021-07-12 11:40:42
"The art of war is simple enough. Find out where your enemy is. Get at him as soon as you can. Strike him as hard as you can, and keep moving on.

CRISMARxLUCIANA VIBE",0,2021-07-12 11:30:13
@declanwalsh @finbarroreilly Like you lost in Vietnam Iraq and Afghanistan? Ethiopia controls Everything read the art of war. the supreme art of war is to subdue the enemy without fighting. Sun Tzu,0,2021-07-12 11:24:45
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 11:19:50
"RT @ThyConsigliori: 12 July 2021 #MAGAanalysis 

Charlottesville’s Missing Monuments: China’s Joy, Local Vacancies

Ultimate excellence lie…",0,2021-07-12 11:18:37
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 11:03:11
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 10:58:01
"Well, this is interesting!
Thomas Cleary, Prolific Translator of Eastern Texts, Dies at 72
https://t.co/GuPoW8P9WS
Cleary, Thomas,Translation and Interpreters,Deaths (Obituaries),Books and Literature,Buddhism,Taoism,Muslims and Islam,The Art of War (Book)",0,2021-07-12 10:57:12
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 10:54:28
@iamtgz1 The art of war,0,2021-07-12 10:48:41
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 10:44:19
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 10:35:03
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 10:34:54
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 10:32:52
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 10:31:09
"""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",32,2021-07-12 10:30:32
"RT @king_of_limb: One of the most famous quotes from ""The Art of War"" https://t.co/5AVYXgqu0e",0,2021-07-12 10:26:52
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 10:08:35
"RT @kirillklip: My translation of all #Bitcoin signals coming from #China:

""#Crypto Mania Death By Thousand Cuts""

https://t.co/BpCJBWKjkg…",0,2021-07-12 10:03:04
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 10:02:57
@AtticBooks Hey @AtticBooks... How much is The Art of War by Sun Tzu?,0,2021-07-12 10:02:43
"“Let your plans be dark and impenetrable as night, and when you move, fall like a thunderbolt.”⚡⚡⚡
~Sun Tzu, The Art of War

So what is #Bitcoin planning?👀

Swap #Bitcoin 🔁 #Gold quickly with Vaultoro Direct at https://t.co/ybqnyngHMn https://t.co/YMBnz2Mt9L",4,2021-07-12 10:00:12
"RT @ThyConsigliori: 12 July 2021 #MAGAanalysis 

Charlottesville’s Missing Monuments: China’s Joy, Local Vacancies

Ultimate excellence lie…",0,2021-07-12 09:48:06
"RT @ThyConsigliori: 12 July 2021 #MAGAanalysis 

Charlottesville’s Missing Monuments: China’s Joy, Local Vacancies

Ultimate excellence lie…",0,2021-07-12 09:44:57
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 09:44:51
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 09:39:49
"@WamoTF2 No i think it's nice, in the meet the soldier, he just say the ""Art Of War"" sentence, so it's not a proof of something related to be intellect, it's like a dumb badass soldier.",0,2021-07-12 09:36:03
"RT @ThyConsigliori: 12 July 2021 #MAGAanalysis 

Charlottesville’s Missing Monuments: China’s Joy, Local Vacancies

Ultimate excellence lie…",0,2021-07-12 09:32:36
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 09:31:50
"RT @ThyConsigliori: 12 July 2021 #MAGAanalysis 

Charlottesville’s Missing Monuments: China’s Joy, Local Vacancies

Ultimate excellence lie…",0,2021-07-12 09:18:47
"@InshallahSZN @KendriQBulelanI Clearly u guys haven't read the Art of war, the bible of war

""The supreme art of war is to subdue the enemy without fighting""",0,2021-07-12 09:09:19
"#Bitcoin ""Subtle differences"" in cultures in the West &amp; in the East. In the West, some still try their luck spitting in the Police Officer face. In the East, ""an order"" must be followed by ""execution"". https://t.co/kBcCAxk1QX

#Gold #Hedge Your #Crypto Dreams Before #Tether☃️☀️😭 https://t.co/qfrR7eBmmb",3,2021-07-12 09:02:38
"Who will invest in #Bitcoin &amp; #Crypto of the stone age during ""Silk Road"" when it was used only by drug lords &amp; other criminals? 

#GoldmanSachs jumped the shark this time front-running their High Networth clients. https://t.co/kBcCAxk1QX 🐉

#Gold Hedge Your Dreams #Tether☃️☀️😭 https://t.co/Jq4QTf6aey",3,2021-07-12 09:02:16
"You have to pay dollars even for ""#Bitcoin Pizza"". 

What institution will invest in Bitcoin &amp; Crypto of the Stone Age during ""Silk Road"" when it was used only by drug lords &amp; other criminals? https://t.co/kBcCAxBCIv 🐉@Jason 

#Gold Hedge Your #Crypto Dreams Before #Tether☃️☀️😭 https://t.co/Afw0XOkoN2",2,2021-07-12 08:59:57
"#Bitcoin Panda Squeeze 

#China 🐉No banking accounts, no access to any payment systems. Everybody must report on you &amp; all your illegal activities. Telephone hotlines are already in operation. https://t.co/kBcCAxk1QX

#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭
#Gold #Silver https://t.co/2wMI7el5GL",2,2021-07-12 08:59:35
"#China As far as authorities will be concerned, U don't exist with all your #Bitcoin daydreams, but all your illegal financial moves will be qualified under anti-money laundering, financing of terrorism &amp; applicable #criminal laws https://t.co/kBcCAxk1QX

#Gold Hedge #Tether☃️☀️ https://t.co/qNEeXtyAb4",2,2021-07-12 08:57:44
"I'm telling my kids Soulja boy wrote ""the art of war""",0,2021-07-12 08:57:33
"Watch Laser Eyes

Death by thousand cuts is coming to #Bitcoin &amp; #Crypto Bubbles. You are out of ""The System"" if you are connected to the Crypto business in any form or shape. https://t.co/BpCJBWKjkg

#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭
#Gold #Silver #silversqueeze⚡️ https://t.co/wxJAGT92EO",3,2021-07-12 08:57:27
"#NFT ""The Bull Trap of Denial"". 

Stay safe, KK.

""The Art Of War"": #China's Gold And #Bitcoin Crypto Dragons. https://t.co/BpCJBWKjkg

$MSTR $GBTC $ARKK $GLXY $COIN #Binance #IRS #DOJ #CFTC #SEC #FED

#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭
#Gold #Silver #silversqueeze⚡️ https://t.co/Zj1aXTVEvV",2,2021-07-12 08:57:10
"My translation of all #Bitcoin signals coming from #China:

""#Crypto Mania Death By Thousand Cuts""

https://t.co/BpCJBWKjkg

$MSTR $GBTC $ARKK $GLXY #Binance #IRS #DOJ #FED #CFTC #SEC #cryptoexchange 

#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭
#Gold #Silver #silversqueeze⚡️ https://t.co/eQGPgopUFV",2,2021-07-12 08:52:48
"@abigailm1971 It depends on what your definition of a leader is. There is a good book called ""The Art of War"" by Sun Tzu. There is a quote I love &amp; live by. ""In order to lead people, walk behind them"" by Lao Tzu. Good reading.",0,2021-07-12 08:48:19
"My translation of all signals coming from #China, maybe, you still can hodl your Crypto in your wallet, but all #Crypto including #Bitcoin will be totally unplugged from the financial system. https://t.co/BpCJBWKjkg #Binance 

#Gold #Silver Hedge Your Dreams Before #Tether☃️☀️😭 https://t.co/TFmh0wxsII",2,2021-07-12 08:44:58
"Invest in your own Google Translator &amp; watch Chinese Dragon very carefully. This is a beautiful creature, but it will burn you alive once you decide to come close &amp; kiss it. https://t.co/BpCJBWKjkg $BTC

#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭
#Gold #Silver #silversqueeze https://t.co/X8YuhZqj3U",2,2021-07-12 08:44:40
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 08:29:53
"RT @spkalantri: We cannot fight the Covid virus in the hospitals. We can tame it only by vaccine-induced protection. 

Why?

Because the wi…",0,2021-07-12 08:15:24
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 08:13:26
I love references to the art of war https://t.co/df21mLMVMS,0,2021-07-12 08:12:38
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 08:07:36
@tourist_ms In the battle field of a war all is fair... The art of war.,2,2021-07-12 08:05:38
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 08:05:04
"12 July 2021 #MAGAanalysis 

Charlottesville’s Missing Monuments: China’s Joy, Local Vacancies

Ultimate excellence lies 
Not in winning 
Every battle 
But in defeating the enemy 
Without ever fighting.

Sun-tzu. The Art of War - John Minford https://t.co/KRlDKPzmPo",6,2021-07-12 08:01:52
"Sun Tzu 1:3 The art of war, then, is governed by five constant factors, to be taken into account in one's deliberations, when seeking to determine the conditions obtaining in the field. #LAYING_PLANS #quote",0,2021-07-12 07:55:02
"""English fans can go fuck themselves""
~ Sun Tzu, The Art of War 
#UefaEuro2020
#ArrestTrumpNow",0,2021-07-12 07:31:47
"@v_______03 😂 😂 😂 😂 Politics its a dirty game, most fight with emotions, some have mastered the art of war..",0,2021-07-12 07:31:25
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 07:24:48
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 07:21:22
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 07:19:32
